Country,Place of birth,Gender,Rate,Year,Unit,PowerCode,Value
Spain,Foreign-born,Total,Unemployment rate,2008,Percentage,Units,16.4
Spain,Foreign-born,Total,Unemployment rate,2009,Percentage,Units,27.4
Spain,Foreign-born,Total,Unemployment rate,2010,Percentage,Units,30.5
Spain,Foreign-born,Total,Unemployment rate,2011,Percentage,Units,30.5
Spain,Foreign-born,Total,Unemployment rate,2012,Percentage,Units,34.5
Spain,Foreign-born,Total,Unemployment rate,2013,Percentage,Units,35.8
Spain,Foreign-born,Total,Unemployment rate,2014,Percentage,Units,33.3
Spain,Foreign-born,Total,Unemployment rate,2015,Percentage,Units,29.8
Spain,Foreign-born,Total,Unemployment rate,2016,Percentage,Units,26.1
Spain,Foreign-born,Total,Unemployment rate,2017,Percentage,Units,23.4
Spain,Foreign-born,Total,Unemployment rate,2018,Percentage,Units,20.7
Spain,Foreign-born,Total,Unemployment rate,2019,Percentage,Units,18.9
Spain,Foreign-born,Total,Participation rate,2000,Percentage,Units,70.9
Spain,Foreign-born,Total,Participation rate,2001,Percentage,Units,73.2
Spain,Foreign-born,Total,Participation rate,2002,Percentage,Units,75.5
Spain,Foreign-born,Total,Participation rate,2003,Percentage,Units,76.2
Spain,Foreign-born,Total,Participation rate,2004,Percentage,Units,77.4
Spain,Foreign-born,Total,Participation rate,2005,Percentage,Units,78
Spain,Foreign-born,Total,Participation rate,2006,Percentage,Units,78.5
Spain,Foreign-born,Total,Participation rate,2007,Percentage,Units,78.3
Spain,Foreign-born,Total,Participation rate,2008,Percentage,Units,78.6
Spain,Foreign-born,Total,Participation rate,2009,Percentage,Units,79.1
Spain,Foreign-born,Total,Participation rate,2010,Percentage,Units,79.5
Spain,Foreign-born,Total,Participation rate,2011,Percentage,Units,79.2
Spain,Foreign-born,Total,Participation rate,2012,Percentage,Units,79.6
Spain,Foreign-born,Total,Participation rate,2013,Percentage,Units,78.9
Spain,Foreign-born,Total,Participation rate,2014,Percentage,Units,78.5
Spain,Foreign-born,Total,Participation rate,2015,Percentage,Units,78.7
Spain,Foreign-born,Total,Participation rate,2016,Percentage,Units,77.9
Spain,Foreign-born,Total,Participation rate,2017,Percentage,Units,77.9
Spain,Foreign-born,Total,Participation rate,2018,Percentage,Units,77.6
Spain,Foreign-born,Total,Participation rate,2019,Percentage,Units,77.4
United Kingdom,Foreign-born,Men,Employment rate,2000,Percentage,Units,70.8
United Kingdom,Foreign-born,Men,Employment rate,2001,Percentage,Units,72.3
United Kingdom,Foreign-born,Men,Employment rate,2002,Percentage,Units,72
United Kingdom,Foreign-born,Men,Employment rate,2003,Percentage,Units,71.8
United Kingdom,Foreign-born,Men,Employment rate,2004,Percentage,Units,72.7
United Kingdom,Foreign-born,Men,Employment rate,2005,Percentage,Units,72.3
United Kingdom,Foreign-born,Men,Employment rate,2006,Percentage,Units,76.2
United Kingdom,Foreign-born,Men,Employment rate,2007,Percentage,Units,76.8
United Kingdom,Foreign-born,Men,Employment rate,2008,Percentage,Units,77.8
United Kingdom,Foreign-born,Men,Employment rate,2009,Percentage,Units,75.8
United Kingdom,Foreign-born,Men,Employment rate,2010,Percentage,Units,76.2
United Kingdom,Foreign-born,Men,Employment rate,2011,Percentage,Units,75.2
United Kingdom,Foreign-born,Men,Employment rate,2012,Percentage,Units,76.7
United Kingdom,Foreign-born,Men,Employment rate,2013,Percentage,Units,76.7
United Kingdom,Foreign-born,Men,Employment rate,2014,Percentage,Units,79
United Kingdom,Foreign-born,Men,Employment rate,2015,Percentage,Units,79.1
United Kingdom,Foreign-born,Men,Employment rate,2016,Percentage,Units,81.2
United Kingdom,Foreign-born,Men,Employment rate,2017,Percentage,Units,82.2
United Kingdom,Foreign-born,Men,Employment rate,2018,Percentage,Units,82.6
United Kingdom,Foreign-born,Men,Employment rate,2019,Percentage,Units,83.1
United Kingdom,Foreign-born,Men,Unemployment rate,2000,Percentage,Units,9.7
United Kingdom,Foreign-born,Men,Unemployment rate,2001,Percentage,Units,7.6
United Kingdom,Foreign-born,Men,Unemployment rate,2002,Percentage,Units,8.3
United Kingdom,Foreign-born,Men,Unemployment rate,2003,Percentage,Units,8.3
United Kingdom,Foreign-born,Men,Unemployment rate,2004,Percentage,Units,7.4
United Kingdom,Foreign-born,Men,Unemployment rate,2005,Percentage,Units,7.5
United Kingdom,Foreign-born,Men,Unemployment rate,2006,Percentage,Units,7.4
United Kingdom,Foreign-born,Men,Unemployment rate,2007,Percentage,Units,6.9
United Kingdom,Foreign-born,Men,Unemployment rate,2008,Percentage,Units,6.8
United Kingdom,Foreign-born,Men,Unemployment rate,2009,Percentage,Units,8.4
United Kingdom,Foreign-born,Men,Unemployment rate,2010,Percentage,Units,7.7
United Kingdom,Foreign-born,Men,Unemployment rate,2011,Percentage,Units,9.3
United Kingdom,Foreign-born,Men,Unemployment rate,2012,Percentage,Units,8.3
United Kingdom,Foreign-born,Men,Unemployment rate,2013,Percentage,Units,8.1
United Kingdom,Foreign-born,Men,Unemployment rate,2014,Percentage,Units,6.1
United Kingdom,Foreign-born,Men,Unemployment rate,2015,Percentage,Units,5.7
United Kingdom,Foreign-born,Men,Unemployment rate,2016,Percentage,Units,4.7
United Kingdom,Foreign-born,Men,Unemployment rate,2017,Percentage,Units,3.9
United Kingdom,Foreign-born,Men,Unemployment rate,2018,Percentage,Units,3.9
United Kingdom,Foreign-born,Men,Unemployment rate,2019,Percentage,Units,3.7
United Kingdom,Foreign-born,Men,Participation rate,2000,Percentage,Units,78.4
United Kingdom,Foreign-born,Men,Participation rate,2001,Percentage,Units,78.3
United Kingdom,Foreign-born,Men,Participation rate,2002,Percentage,Units,78.6
United Kingdom,Foreign-born,Men,Participation rate,2003,Percentage,Units,78.3
United Kingdom,Foreign-born,Men,Participation rate,2004,Percentage,Units,78.5
United Kingdom,Foreign-born,Men,Participation rate,2005,Percentage,Units,78.1
United Kingdom,Foreign-born,Men,Participation rate,2006,Percentage,Units,82.3
United Kingdom,Foreign-born,Men,Participation rate,2007,Percentage,Units,82.6
United Kingdom,Foreign-born,Men,Participation rate,2008,Percentage,Units,83.5
United Kingdom,Foreign-born,Men,Participation rate,2009,Percentage,Units,82.7
United Kingdom,Foreign-born,Men,Participation rate,2010,Percentage,Units,82.6
United Kingdom,Foreign-born,Men,Participation rate,2011,Percentage,Units,82.8
United Kingdom,Foreign-born,Men,Participation rate,2012,Percentage,Units,83.6
United Kingdom,Foreign-born,Men,Participation rate,2013,Percentage,Units,83.5
United Kingdom,Foreign-born,Men,Participation rate,2014,Percentage,Units,84.1
United Kingdom,Foreign-born,Men,Participation rate,2015,Percentage,Units,83.9
United Kingdom,Foreign-born,Men,Participation rate,2016,Percentage,Units,85.2
United Kingdom,Foreign-born,Men,Participation rate,2017,Percentage,Units,85.5
United Kingdom,Foreign-born,Men,Participation rate,2018,Percentage,Units,86
United Kingdom,Foreign-born,Men,Participation rate,2019,Percentage,Units,86.3
United Kingdom,Foreign-born,Women,Employment rate,2000,Percentage,Units,52.9
United Kingdom,Foreign-born,Women,Employment rate,2001,Percentage,Units,53.6
United Kingdom,Foreign-born,Women,Employment rate,2002,Percentage,Units,54.6
United Kingdom,Foreign-born,Women,Employment rate,2003,Percentage,Units,54.6
United Kingdom,Foreign-born,Women,Employment rate,2004,Percentage,Units,54.9
United Kingdom,Foreign-born,Women,Employment rate,2005,Percentage,Units,55.8
United Kingdom,Foreign-born,Women,Employment rate,2006,Percentage,Units,56.5
United Kingdom,Foreign-born,Women,Employment rate,2007,Percentage,Units,56.1
United Kingdom,Foreign-born,Women,Employment rate,2008,Percentage,Units,58.4
United Kingdom,Foreign-born,Women,Employment rate,2009,Percentage,Units,57.7
United Kingdom,Foreign-born,Women,Employment rate,2010,Percentage,Units,58.1
United Kingdom,Foreign-born,Women,Employment rate,2011,Percentage,Units,58.7
United Kingdom,Foreign-born,Women,Employment rate,2012,Percentage,Units,57
United Kingdom,Foreign-born,Women,Employment rate,2013,Percentage,Units,59
United Kingdom,Foreign-born,Women,Employment rate,2014,Percentage,Units,60.6
United Kingdom,Foreign-born,Women,Employment rate,2015,Percentage,Units,62.5
United Kingdom,Foreign-born,Women,Employment rate,2016,Percentage,Units,63.1
United Kingdom,Foreign-born,Women,Employment rate,2017,Percentage,Units,63.7
United Kingdom,Foreign-born,Women,Employment rate,2018,Percentage,Units,65.5
United Kingdom,Foreign-born,Women,Employment rate,2019,Percentage,Units,67.1
United Kingdom,Foreign-born,Women,Unemployment rate,2000,Percentage,Units,7.9
United Kingdom,Foreign-born,Women,Unemployment rate,2001,Percentage,Units,6.8
United Kingdom,Foreign-born,Women,Unemployment rate,2002,Percentage,Units,6.8
United Kingdom,Foreign-born,Women,Unemployment rate,2003,Percentage,Units,6.3
United Kingdom,Foreign-born,Women,Unemployment rate,2004,Percentage,Units,7.4
United Kingdom,Foreign-born,Women,Unemployment rate,2005,Percentage,Units,7.1
United Kingdom,Foreign-born,Women,Unemployment rate,2006,Percentage,Units,7.9
United Kingdom,Foreign-born,Women,Unemployment rate,2007,Percentage,Units,8.6
United Kingdom,Foreign-born,Women,Unemployment rate,2008,Percentage,Units,6.6
United Kingdom,Foreign-born,Women,Unemployment rate,2009,Percentage,Units,8.5
United Kingdom,Foreign-born,Women,Unemployment rate,2010,Percentage,Units,8.5
United Kingdom,Foreign-born,Women,Unemployment rate,2011,Percentage,Units,9.7
United Kingdom,Foreign-born,Women,Unemployment rate,2012,Percentage,Units,10.6
United Kingdom,Foreign-born,Women,Unemployment rate,2013,Percentage,Units,9.8
United Kingdom,Foreign-born,Women,Unemployment rate,2014,Percentage,Units,8.2
United Kingdom,Foreign-born,Women,Unemployment rate,2015,Percentage,Units,7.3
United Kingdom,Foreign-born,Women,Unemployment rate,2016,Percentage,Units,6.6
United Kingdom,Foreign-born,Women,Unemployment rate,2017,Percentage,Units,6.5
United Kingdom,Foreign-born,Women,Unemployment rate,2018,Percentage,Units,5.6
United Kingdom,Foreign-born,Women,Unemployment rate,2019,Percentage,Units,4.9
United Kingdom,Foreign-born,Women,Participation rate,2000,Percentage,Units,57.5
United Kingdom,Foreign-born,Women,Participation rate,2001,Percentage,Units,57.5
United Kingdom,Foreign-born,Women,Participation rate,2002,Percentage,Units,58.6
United Kingdom,Foreign-born,Women,Participation rate,2003,Percentage,Units,58.2
United Kingdom,Foreign-born,Women,Participation rate,2004,Percentage,Units,59.3
United Kingdom,Foreign-born,Women,Participation rate,2005,Percentage,Units,60.1
United Kingdom,Foreign-born,Women,Participation rate,2006,Percentage,Units,61.3
United Kingdom,Foreign-born,Women,Participation rate,2007,Percentage,Units,61.4
United Kingdom,Foreign-born,Women,Participation rate,2008,Percentage,Units,62.5
United Kingdom,Foreign-born,Women,Participation rate,2009,Percentage,Units,63.1
United Kingdom,Foreign-born,Women,Participation rate,2010,Percentage,Units,63.4
United Kingdom,Foreign-born,Women,Participation rate,2011,Percentage,Units,65
United Kingdom,Foreign-born,Women,Participation rate,2012,Percentage,Units,63.8
United Kingdom,Foreign-born,Women,Participation rate,2013,Percentage,Units,65.4
United Kingdom,Foreign-born,Women,Participation rate,2014,Percentage,Units,66.1
United Kingdom,Foreign-born,Women,Participation rate,2015,Percentage,Units,67.4
United Kingdom,Foreign-born,Women,Participation rate,2016,Percentage,Units,67.6
United Kingdom,Foreign-born,Women,Participation rate,2017,Percentage,Units,68.1
United Kingdom,Foreign-born,Women,Participation rate,2018,Percentage,Units,69.4
United Kingdom,Foreign-born,Women,Participation rate,2019,Percentage,Units,70.5
United Kingdom,Foreign-born,Total,Employment rate,2000,Percentage,Units,61.4
United Kingdom,Foreign-born,Total,Employment rate,2001,Percentage,Units,62.6
United Kingdom,Foreign-born,Total,Employment rate,2002,Percentage,Units,63
United Kingdom,Foreign-born,Total,Employment rate,2003,Percentage,Units,62.8
United Kingdom,Foreign-born,Total,Employment rate,2004,Percentage,Units,63.4
United Kingdom,Foreign-born,Total,Employment rate,2005,Percentage,Units,63.7
United Kingdom,Foreign-born,Total,Employment rate,2006,Percentage,Units,66.2
United Kingdom,Foreign-born,Total,Employment rate,2007,Percentage,Units,66.4
United Kingdom,Foreign-born,Total,Employment rate,2008,Percentage,Units,67.9
United Kingdom,Foreign-born,Total,Employment rate,2009,Percentage,Units,66.6
United Kingdom,Foreign-born,Total,Employment rate,2010,Percentage,Units,66.8
United Kingdom,Foreign-born,Total,Employment rate,2011,Percentage,Units,66.7
United Kingdom,Foreign-born,Total,Employment rate,2012,Percentage,Units,66.5
United Kingdom,Foreign-born,Total,Employment rate,2013,Percentage,Units,67.5
United Kingdom,Foreign-born,Total,Employment rate,2014,Percentage,Units,69.4
United Kingdom,Foreign-born,Total,Employment rate,2015,Percentage,Units,70.5
United Kingdom,Foreign-born,Total,Employment rate,2016,Percentage,Units,71.9
United Kingdom,Foreign-born,Total,Employment rate,2017,Percentage,Units,72.5
United Kingdom,Foreign-born,Total,Employment rate,2018,Percentage,Units,73.7
United Kingdom,Foreign-born,Total,Employment rate,2019,Percentage,Units,74.7
United Kingdom,Foreign-born,Total,Unemployment rate,2000,Percentage,Units,8.9
United Kingdom,Foreign-born,Total,Unemployment rate,2001,Percentage,Units,7.3
United Kingdom,Foreign-born,Total,Unemployment rate,2002,Percentage,Units,7.6
United Kingdom,Foreign-born,Total,Unemployment rate,2003,Percentage,Units,7.4
United Kingdom,Foreign-born,Total,Unemployment rate,2004,Percentage,Units,7.4
United Kingdom,Foreign-born,Total,Unemployment rate,2005,Percentage,Units,7.3
United Kingdom,Foreign-born,Total,Unemployment rate,2006,Percentage,Units,7.6
United Kingdom,Foreign-born,Total,Unemployment rate,2007,Percentage,Units,7.6
United Kingdom,Foreign-born,Total,Unemployment rate,2008,Percentage,Units,6.7
United Kingdom,Foreign-born,Total,Unemployment rate,2009,Percentage,Units,8.4
United Kingdom,Foreign-born,Total,Unemployment rate,2010,Percentage,Units,8
United Kingdom,Foreign-born,Total,Unemployment rate,2011,Percentage,Units,9.5
United Kingdom,Foreign-born,Total,Unemployment rate,2012,Percentage,Units,9.3
United Kingdom,Foreign-born,Total,Unemployment rate,2013,Percentage,Units,8.9
United Kingdom,Foreign-born,Total,Unemployment rate,2014,Percentage,Units,7.1
United Kingdom,Foreign-born,Total,Unemployment rate,2015,Percentage,Units,6.4
United Kingdom,Foreign-born,Total,Unemployment rate,2016,Percentage,Units,5.5
United Kingdom,Foreign-born,Total,Unemployment rate,2017,Percentage,Units,5.1
United Kingdom,Foreign-born,Total,Unemployment rate,2018,Percentage,Units,4.7
United Kingdom,Foreign-born,Total,Unemployment rate,2019,Percentage,Units,4.3
United Kingdom,Foreign-born,Total,Participation rate,2000,Percentage,Units,67.3
United Kingdom,Foreign-born,Total,Participation rate,2001,Percentage,Units,67.4
United Kingdom,Foreign-born,Total,Participation rate,2002,Percentage,Units,68.2
United Kingdom,Foreign-born,Total,Participation rate,2003,Percentage,Units,67.8
United Kingdom,Foreign-born,Total,Participation rate,2004,Percentage,Units,68.4
United Kingdom,Foreign-born,Total,Participation rate,2005,Percentage,Units,68.8
United Kingdom,Foreign-born,Total,Participation rate,2006,Percentage,Units,71.6
United Kingdom,Foreign-born,Total,Participation rate,2007,Percentage,Units,71.9
United Kingdom,Foreign-born,Total,Participation rate,2008,Percentage,Units,72.8
United Kingdom,Foreign-born,Total,Participation rate,2009,Percentage,Units,72.7
United Kingdom,Foreign-born,Total,Participation rate,2010,Percentage,Units,72.7
United Kingdom,Foreign-born,Total,Participation rate,2011,Percentage,Units,73.7
United Kingdom,Foreign-born,Total,Participation rate,2012,Percentage,Units,73.3
United Kingdom,Foreign-born,Total,Participation rate,2013,Percentage,Units,74.1
United Kingdom,Foreign-born,Total,Participation rate,2014,Percentage,Units,74.7
United Kingdom,Foreign-born,Total,Participation rate,2015,Percentage,Units,75.4
United Kingdom,Foreign-born,Total,Participation rate,2016,Percentage,Units,76.1
United Kingdom,Foreign-born,Total,Participation rate,2017,Percentage,Units,76.4
United Kingdom,Foreign-born,Total,Participation rate,2018,Percentage,Units,77.3
United Kingdom,Foreign-born,Total,Participation rate,2019,Percentage,Units,78
United States,Foreign-born,Men,Employment rate,2000,Percentage,Units,82.4
United States,Foreign-born,Men,Employment rate,2001,Percentage,Units,81.4
United States,Foreign-born,Men,Employment rate,2002,Percentage,Units,80.1
United States,Foreign-born,Men,Employment rate,2003,Percentage,Units,80.2
United States,Foreign-born,Men,Employment rate,2004,Percentage,Units,81.6
United States,Foreign-born,Men,Employment rate,2005,Percentage,Units,82.7
United States,Foreign-born,Men,Employment rate,2006,Percentage,Units,83.5
United States,Foreign-born,Men,Employment rate,2007,Percentage,Units,83.7
United States,Foreign-born,Men,Employment rate,2008,Percentage,Units,82
United States,Foreign-born,Men,Employment rate,2009,Percentage,Units,77.5
United States,Foreign-born,Men,Employment rate,2010,Percentage,Units,77.4
United States,Foreign-born,Men,Employment rate,2011,Percentage,Units,78.1
United States,Foreign-born,Men,Employment rate,2012,Percentage,Units,78.5
United States,Foreign-born,Men,Employment rate,2013,Percentage,Units,79.6
United States,Foreign-born,Men,Employment rate,2014,Percentage,Units,80.9
United States,Foreign-born,Men,Employment rate,2015,Percentage,Units,81.3
United States,Foreign-born,Men,Employment rate,2016,Percentage,Units,81.8
United States,Foreign-born,Men,Employment rate,2017,Percentage,Units,82.6
United States,Foreign-born,Men,Employment rate,2018,Percentage,Units,82.8
United States,Foreign-born,Men,Employment rate,2019,Percentage,Units,83.4
United States,Foreign-born,Men,Unemployment rate,2000,Percentage,Units,3.8
United States,Foreign-born,Men,Unemployment rate,2001,Percentage,Units,4.8
United States,Foreign-born,Men,Unemployment rate,2002,Percentage,Units,6
United States,Foreign-born,Men,Unemployment rate,2003,Percentage,Units,6.3
United States,Foreign-born,Men,Unemployment rate,2004,Percentage,Units,5.1
United States,Foreign-born,Men,Unemployment rate,2005,Percentage,Units,4.3
United States,Foreign-born,Men,Unemployment rate,2006,Percentage,Units,3.8
United States,Foreign-born,Men,Unemployment rate,2007,Percentage,Units,4.1
United States,Foreign-born,Men,Unemployment rate,2008,Percentage,Units,5.7
United States,Foreign-born,Men,Unemployment rate,2009,Percentage,Units,10.1
United States,Foreign-born,Men,Unemployment rate,2010,Percentage,Units,10
United States,Foreign-born,Men,Unemployment rate,2011,Percentage,Units,8.9
United States,Foreign-born,Men,Unemployment rate,2012,Percentage,Units,7.5
United States,Foreign-born,Men,Unemployment rate,2013,Percentage,Units,6.5
United States,Foreign-born,Men,Unemployment rate,2014,Percentage,Units,5.1
United States,Foreign-born,Men,Unemployment rate,2015,Percentage,Units,4.4
United States,Foreign-born,Men,Unemployment rate,2016,Percentage,Units,3.8
United States,Foreign-born,Men,Unemployment rate,2017,Percentage,Units,3.5
United States,Foreign-born,Men,Unemployment rate,2018,Percentage,Units,3
United States,Foreign-born,Men,Unemployment rate,2019,Percentage,Units,2.7
United States,Foreign-born,Men,Participation rate,2000,Percentage,Units,85.7
United States,Foreign-born,Men,Participation rate,2001,Percentage,Units,85.6
United States,Foreign-born,Men,Participation rate,2002,Percentage,Units,85.2
United States,Foreign-born,Men,Participation rate,2003,Percentage,Units,85.6
United States,Foreign-born,Men,Participation rate,2004,Percentage,Units,86
United States,Foreign-born,Men,Participation rate,2005,Percentage,Units,86.4
United States,Foreign-born,Men,Participation rate,2006,Percentage,Units,86.7
United States,Foreign-born,Men,Participation rate,2007,Percentage,Units,87.3
United States,Foreign-born,Men,Participation rate,2008,Percentage,Units,87
United States,Foreign-born,Men,Participation rate,2009,Percentage,Units,86.2
United States,Foreign-born,Men,Participation rate,2010,Percentage,Units,86
United States,Foreign-born,Men,Participation rate,2011,Percentage,Units,85.6
United States,Foreign-born,Men,Participation rate,2012,Percentage,Units,84.9
United States,Foreign-born,Men,Participation rate,2013,Percentage,Units,85.1
United States,Foreign-born,Men,Participation rate,2014,Percentage,Units,85.3
United States,Foreign-born,Men,Participation rate,2015,Percentage,Units,85.1
United States,Foreign-born,Men,Participation rate,2016,Percentage,Units,84.9
United States,Foreign-born,Men,Participation rate,2017,Percentage,Units,85.6
United States,Foreign-born,Men,Participation rate,2018,Percentage,Units,85.4
United States,Foreign-born,Men,Participation rate,2019,Percentage,Units,85.7
United States,Foreign-born,Women,Employment rate,2000,Percentage,Units,58.5
United States,Foreign-born,Women,Employment rate,2001,Percentage,Units,58
United States,Foreign-born,Women,Employment rate,2002,Percentage,Units,56.9
United States,Foreign-born,Women,Employment rate,2003,Percentage,Units,56.5
United States,Foreign-born,Women,Employment rate,2004,Percentage,Units,57.3
United States,Foreign-born,Women,Employment rate,2005,Percentage,Units,57.7
United States,Foreign-born,Women,Employment rate,2006,Percentage,Units,59.2
United States,Foreign-born,Women,Employment rate,2007,Percentage,Units,59.1
United States,Foreign-born,Women,Employment rate,2008,Percentage,Units,58.9
United States,Foreign-born,Women,Employment rate,2009,Percentage,Units,57.4
United States,Foreign-born,Women,Employment rate,2010,Percentage,Units,57.4
United States,Foreign-born,Women,Employment rate,2011,Percentage,Units,56.7
United States,Foreign-born,Women,Employment rate,2012,Percentage,Units,56.9
United States,Foreign-born,Women,Employment rate,2013,Percentage,Units,57.4
United States,Foreign-born,Women,Employment rate,2014,Percentage,Units,57.5
United States,Foreign-born,Women,Employment rate,2015,Percentage,Units,57.4
United States,Foreign-born,Women,Employment rate,2016,Percentage,Units,58.5
United States,Foreign-born,Women,Employment rate,2017,Percentage,Units,59.6
United States,Foreign-born,Women,Employment rate,2018,Percentage,Units,60.7
United States,Foreign-born,Women,Employment rate,2019,Percentage,Units,61.2
United States,Foreign-born,Women,Unemployment rate,2000,Percentage,Units,5
United States,Foreign-born,Women,Unemployment rate,2001,Percentage,Units,6.1
United States,Foreign-born,Women,Unemployment rate,2002,Percentage,Units,7.1
United States,Foreign-born,Women,Unemployment rate,2003,Percentage,Units,7.2
United States,Foreign-born,Women,Unemployment rate,2004,Percentage,Units,6.3
United States,Foreign-born,Women,Unemployment rate,2005,Percentage,Units,5.6
United States,Foreign-born,Women,Unemployment rate,2006,Percentage,Units,4.8
United States,Foreign-born,Women,Unemployment rate,2007,Percentage,Units,4.7
United States,Foreign-born,Women,Unemployment rate,2008,Percentage,Units,6
United States,Foreign-born,Women,Unemployment rate,2009,Percentage,Units,9.2
United States,Foreign-born,Women,Unemployment rate,2010,Percentage,Units,9.5
United States,Foreign-born,Women,Unemployment rate,2011,Percentage,Units,9.5
United States,Foreign-born,Women,Unemployment rate,2012,Percentage,Units,9
United States,Foreign-born,Women,Unemployment rate,2013,Percentage,Units,7.6
United States,Foreign-born,Women,Unemployment rate,2014,Percentage,Units,6.6
United States,Foreign-born,Women,Unemployment rate,2015,Percentage,Units,5.7
United States,Foreign-born,Women,Unemployment rate,2016,Percentage,Units,5.2
United States,Foreign-born,Women,Unemployment rate,2017,Percentage,Units,4.7
United States,Foreign-born,Women,Unemployment rate,2018,Percentage,Units,4.2
United States,Foreign-born,Women,Unemployment rate,2019,Percentage,Units,3.7
United States,Foreign-born,Women,Participation rate,2000,Percentage,Units,61.5
United States,Foreign-born,Women,Participation rate,2001,Percentage,Units,61.8
United States,Foreign-born,Women,Participation rate,2002,Percentage,Units,61.2
United States,Foreign-born,Women,Participation rate,2003,Percentage,Units,60.9
United States,Foreign-born,Women,Participation rate,2004,Percentage,Units,61.1
United States,Foreign-born,Women,Participation rate,2005,Percentage,Units,61.1
United States,Foreign-born,Women,Participation rate,2006,Percentage,Units,62.1
United States,Foreign-born,Women,Participation rate,2007,Percentage,Units,62.1
United States,Foreign-born,Women,Participation rate,2008,Percentage,Units,62.7
United States,Foreign-born,Women,Participation rate,2009,Percentage,Units,63.3
United States,Foreign-born,Women,Participation rate,2010,Percentage,Units,63.5
United States,Foreign-born,Women,Participation rate,2011,Percentage,Units,62.6
United States,Foreign-born,Women,Participation rate,2012,Percentage,Units,62.5
United States,Foreign-born,Women,Participation rate,2013,Percentage,Units,62.1
United States,Foreign-born,Women,Participation rate,2014,Percentage,Units,61.6
United States,Foreign-born,Women,Participation rate,2015,Percentage,Units,60.8
United States,Foreign-born,Women,Participation rate,2016,Percentage,Units,61.6
United States,Foreign-born,Women,Participation rate,2017,Percentage,Units,62.6
United States,Foreign-born,Women,Participation rate,2018,Percentage,Units,63.3
United States,Foreign-born,Women,Participation rate,2019,Percentage,Units,63.6
United States,Foreign-born,Total,Employment rate,2000,Percentage,Units,70.5
United States,Foreign-born,Total,Employment rate,2001,Percentage,Units,69.8
United States,Foreign-born,Total,Employment rate,2002,Percentage,Units,68.5
United States,Foreign-born,Total,Employment rate,2003,Percentage,Units,68.5
United States,Foreign-born,Total,Employment rate,2004,Percentage,Units,69.7
United States,Foreign-born,Total,Employment rate,2005,Percentage,Units,70.5
United States,Foreign-born,Total,Employment rate,2006,Percentage,Units,71.6
United States,Foreign-born,Total,Employment rate,2007,Percentage,Units,71.8
United States,Foreign-born,Total,Employment rate,2008,Percentage,Units,70.8
United States,Foreign-born,Total,Employment rate,2009,Percentage,Units,67.7
United States,Foreign-born,Total,Employment rate,2010,Percentage,Units,67.6
United States,Foreign-born,Total,Employment rate,2011,Percentage,Units,67.5
United States,Foreign-born,Total,Employment rate,2012,Percentage,Units,67.7
United States,Foreign-born,Total,Employment rate,2013,Percentage,Units,68.4
United States,Foreign-born,Total,Employment rate,2014,Percentage,Units,69.1
United States,Foreign-born,Total,Employment rate,2015,Percentage,Units,69.2
United States,Foreign-born,Total,Employment rate,2016,Percentage,Units,70
United States,Foreign-born,Total,Employment rate,2017,Percentage,Units,71
United States,Foreign-born,Total,Employment rate,2018,Percentage,Units,71.6
United States,Foreign-born,Total,Employment rate,2019,Percentage,Units,72.2
United States,Foreign-born,Total,Unemployment rate,2000,Percentage,Units,4.3
United States,Foreign-born,Total,Unemployment rate,2001,Percentage,Units,5.4
United States,Foreign-born,Total,Unemployment rate,2002,Percentage,Units,6.4
United States,Foreign-born,Total,Unemployment rate,2003,Percentage,Units,6.6
United States,Foreign-born,Total,Unemployment rate,2004,Percentage,Units,5.6
United States,Foreign-born,Total,Unemployment rate,2005,Percentage,Units,4.8
United States,Foreign-born,Total,Unemployment rate,2006,Percentage,Units,4.2
United States,Foreign-born,Total,Unemployment rate,2007,Percentage,Units,4.4
United States,Foreign-born,Total,Unemployment rate,2008,Percentage,Units,5.9
United States,Foreign-born,Total,Unemployment rate,2009,Percentage,Units,9.7
United States,Foreign-born,Total,Unemployment rate,2010,Percentage,Units,9.8
United States,Foreign-born,Total,Unemployment rate,2011,Percentage,Units,9.1
United States,Foreign-born,Total,Unemployment rate,2012,Percentage,Units,8.1
United States,Foreign-born,Total,Unemployment rate,2013,Percentage,Units,7
United States,Foreign-born,Total,Unemployment rate,2014,Percentage,Units,5.8
United States,Foreign-born,Total,Unemployment rate,2015,Percentage,Units,5
United States,Foreign-born,Total,Unemployment rate,2016,Percentage,Units,4.3
United States,Foreign-born,Total,Unemployment rate,2017,Percentage,Units,4
United States,Foreign-born,Total,Unemployment rate,2018,Percentage,Units,3.5
United States,Foreign-born,Total,Unemployment rate,2019,Percentage,Units,3.1
United States,Foreign-born,Total,Participation rate,2000,Percentage,Units,73.6
United States,Foreign-born,Total,Participation rate,2001,Percentage,Units,73.8
United States,Foreign-born,Total,Participation rate,2002,Percentage,Units,73.2
United States,Foreign-born,Total,Participation rate,2003,Percentage,Units,73.4
United States,Foreign-born,Total,Participation rate,2004,Percentage,Units,73.8
United States,Foreign-born,Total,Participation rate,2005,Percentage,Units,74
United States,Foreign-born,Total,Participation rate,2006,Percentage,Units,74.7
United States,Foreign-born,Total,Participation rate,2007,Percentage,Units,75.1
United States,Foreign-born,Total,Participation rate,2008,Percentage,Units,75.2
United States,Foreign-born,Total,Participation rate,2009,Percentage,Units,75
